text_input,language,sentiment_score,target_genre
I am feeling gloomy but I want radiant music,en,0.944,Techno
Main udaas hoon par mujhe shandaar gaane sunne hain,hi,0.95,Bollywood Dance
bahut pareshan,hi,0.074,Old Classics
I am feeling devastated however I want blessed music,en,0.758,Pop
Mood: alegre,es,0.8,Reggaeton
bahut mast,hi,0.903,Bollywood Dance
Mood: normal,es,0.5,Latin Pop
bahut khush,hi,0.942,Bhangra
Mood: composed,en,0.5,Pop
really unstoppable,en,0.891,EDM
Mood: fine,en,0.5,Funk
bahut zindadil,hi,0.987,Bollywood Dance
Mood: ordinary,en,0.5,Pop
I am feeling weary however I want ecstatic music,en,0.865,EDM
Mood: shandaar,hi,0.8,Bollywood Dance
Mood: calmado,es,0.5,Latin Pop
Main nirash hoon lekin mujhe mast gaane sunne hain,hi,0.865,Bollywood Dance
Me siento harto pero quiero música feliz,es,0.915,Salsa
Mood: theek,hi,0.5,Sufi
Main thaka hoon phir bhi mujhe anand gaane sunne hain,hi,0.91,Bhangra
Mood: shandaar,hi,0.8,Bollywood Dance
Mood: blessed,en,0.8,EDM
I am feeling empty but I want unstoppable music,en,0.776,Pop
muy entusiasmado,es,0.963,Reggaeton
Me siento harto aunque quiero música entusiasmado,es,0.906,Salsa
Mood: shattered,en,0.2,Grunge
Main dukh hoon par mujhe anand gaane sunne hain,hi,0.929,Bhangra
Mood: empty,en,0.2,Emo
Main dukh hoon phir bhi mujhe khushi gaane sunne hain,hi,0.762,Indie-Pop
Mood: stable,en,0.5,Pop
bahut bechain,hi,0.097,Old Classics
muy agotado,es,0.127,Latin Rock
Main thaka hoon par mujhe mast gaane sunne hain,hi,0.799,Indie-Pop
I am feeling shattered however I want ecstatic music,en,0.932,Techno
Mood: unstoppable,en,0.8,Techno
Main thaka hoon phir bhi mujhe kamal gaane sunne hain,hi,0.862,Bollywood Dance
bahut bechain,hi,0.006,Bollywood Sad
bahut dukhy,hi,0.112,Bollywood Sad
really miserable,en,0.022,Emo
muy alegre,es,0.911,Reggaeton
really shattered,en,0.133,Grunge
Mood: unstoppable,en,0.8,Techno
really hyped,en,0.99,EDM
Main bechain hoon lekin mujhe utsahit gaane sunne hain,hi,0.771,Sufi
Mood: shant,hi,0.5,Sufi
Mood: tranquilo,es,0.5,Latin Pop
Mood: devastated,en,0.2,Grunge
really radiant,en,0.956,EDM
muy alegre,es,0.986,Salsa
Mood: dolido,es,0.2,Latin Rock
muy animado,es,0.999,Salsa
Mood: triste,es,0.2,Latin Rock
Mood: dukhy,hi,0.2,Old Classics
Mood: thaka,hi,0.2,Bollywood Sad
Me siento enojado pero quiero música emocionado,es,0.756,Merengue
Mood: equilibrado,es,0.5,Latin Pop
really blessed,en,0.965,Techno
bahut khush,hi,0.982,Bollywood Dance
Mood: detached,en,0.5,Pop
Mood: tanha,hi,0.2,Old Classics
I am feeling heartbroken but I want ecstatic music,en,0.89,Techno
Main pareshan hoon par mujhe shandaar gaane sunne hain,hi,0.859,Bollywood Dance
Me siento frustrado sin embargo quiero música entusiasmado,es,0.796,Latin Pop
Mood: deprimido,es,0.2,Flamenco
Mood: normal,es,0.5,Latin Pop
bahut nirash,hi,0.099,Bollywood Sad
bahut udaas,hi,0.113,Old Classics
Mood: harto,es,0.2,Flamenco
Main dukh hoon magar mujhe anand gaane sunne hain,hi,0.899,Bollywood Dance
Mood: radiante,es,0.8,Reggaeton
Main bechain hoon magar mujhe anand gaane sunne hain,hi,0.903,Bhangra
bahut pareshan,hi,0.114,Bollywood Sad
Me siento agotado pero quiero música genial,es,0.823,Reggaeton
really devastated,en,0.134,Emo
Main dukh hoon phir bhi mujhe utsahit gaane sunne hain,hi,0.929,Bollywood Dance
Mood: ordinary,en,0.5,Pop
Mood: stable,en,0.5,Funk
Mood: kamal,hi,0.8,Bhangra
Mood: composed,en,0.5,Funk
bahut khush,hi,0.882,Bhangra
muy animado,es,0.963,Reggaeton
muy increíble,es,0.899,Salsa
Mood: nirash,hi,0.2,Old Classics
Mood: blessed,en,0.8,EDM
Mood: hyped,en,0.8,Techno
Mood: bechain,hi,0.2,Old Classics
muy deprimido,es,0.013,Flamenco
Me siento agotado aunque quiero música radiante,es,0.896,Salsa
I am feeling heartbroken however I want blessed music,en,0.93,EDM
muy harto,es,0.121,Flamenco
Mood: devastated,en,0.2,Emo
Mood: tranquilo,es,0.5,Latin Pop
I am feeling defeated still I want gleeful music,en,0.878,Techno
I am feeling miserable however I want ecstatic music,en,0.795,Pop
muy increíble,es,0.954,Reggaeton
Main thaka hoon lekin mujhe khush gaane sunne hain,hi,0.882,Bhangra
I am feeling miserable yet I want ecstatic music,en,0.768,Funk
muy entusiasmado,es,0.945,Salsa
Mood: feliz,es,0.8,Reggaeton
really gloomy,en,0.02,Grunge
Mood: triste,es,0.2,Flamenco
bahut bechain,hi,0.006,Bollywood Sad
really gleeful,en,0.981,Techno
muy animado,es,0.974,Reggaeton
Mood: gleeful,en,0.8,EDM
bahut khush,hi,0.926,Bollywood Dance
Mood: tranquilo,es,0.5,Latin Pop
Me siento solo aunque quiero música alegre,es,0.945,Salsa
Me siento triste aún así quiero música animado,es,0.777,Merengue
Mood: fine,en,0.5,Funk
Mood: shandaar,hi,0.8,Bhangra
bahut utsahit,hi,0.995,Bollywood Dance
I am feeling miserable however I want radiant music,en,0.849,Techno
I am feeling shattered however I want euphoric music,en,0.947,EDM
Mood: mast,hi,0.8,Bhangra
Mood: blessed,en,0.8,EDM
Mood: tranquilo,es,0.5,Merengue
Mood: equilibrado,es,0.5,Latin Pop
Mood: empty,en,0.2,Emo
Mood: defeated,en,0.2,Emo
bahut khushi,hi,0.949,Bhangra
Mood: theek,hi,0.5,Sufi
Mood: euphoric,en,0.8,EDM
Mood: agotado,es,0.2,Latin Rock
I am feeling devastated however I want gleeful music,en,0.888,EDM
I am feeling miserable yet I want euphoric music,en,0.791,Pop
Mood: dolido,es,0.2,Flamenco
Mood: heartbroken,en,0.2,Grunge
Me siento harto sin embargo quiero música increíble,es,0.764,Latin Pop
Me siento deprimido pero quiero música feliz,es,0.841,Reggaeton
Main bechain hoon phir bhi mujhe mast gaane sunne hain,hi,0.8,Bollywood Dance
muy increíble,es,0.881,Salsa
Mood: saamanay,hi,0.5,Indie-Pop
Main bechain hoon par mujhe anand gaane sunne hain,hi,0.875,Bhangra
Me siento deprimido aunque quiero música increíble,es,0.938,Reggaeton
bahut zindadil,hi,0.909,Bollywood Dance
muy triste,es,0.012,Latin Rock
Mood: enojado,es,0.2,Latin Rock
Me siento frustrado pero quiero música radiante,es,0.76,Merengue
bahut anand,hi,0.881,Bhangra
Mood: emocionado,es,0.8,Salsa
Mood: frustrado,es,0.2,Latin Rock
Me siento agotado sin embargo quiero música alegre,es,0.779,Latin Pop
Main dukhy hoon magar mujhe khushi gaane sunne hain,hi,0.885,Bhangra
Me siento harto aún así quiero música emocionado,es,0.869,Reggaeton
really weary,en,0.059,Emo
Mood: triste,es,0.2,Latin Rock
Mood: thaka,hi,0.2,Bollywood Sad
Mood: radiant,en,0.8,EDM
Main bechain hoon par mujhe anand gaane sunne hain,hi,0.79,Sufi
Mood: normal,es,0.5,Merengue
Mood: detached,en,0.5,Pop
really miserable,en,0.115,Grunge
Mood: thaka,hi,0.2,Old Classics
muy frustrado,es,0.1,Latin Rock
I am feeling miserable however I want blessed music,en,0.838,Techno
really vibrant,en,0.969,EDM
Mood: vibrant,en,0.8,EDM
Mood: theek,hi,0.5,Sufi
Mood: shandaar,hi,0.8,Bhangra
Mood: stable,en,0.5,Pop
Me siento solo aún así quiero música emocionado,es,0.754,Latin Pop
Mood: increíble,es,0.8,Salsa
muy harto,es,0.116,Latin Rock
Mood: kamal,hi,0.8,Bollywood Dance
bahut bechain,hi,0.056,Old Classics
Mood: alegre,es,0.8,Salsa
muy entusiasmado,es,0.997,Salsa
muy harto,es,0.045,Latin Rock
really miserable,en,0.138,Grunge
Me siento frustrado aún así quiero música alegre,es,0.876,Salsa
Main bechain hoon magar mujhe utsahit gaane sunne hain,hi,0.931,Bhangra
Main dukh hoon lekin mujhe kamal gaane sunne hain,hi,0.907,Bhangra
Mood: bechain,hi,0.2,Old Classics
Mood: ordinary,en,0.5,Funk
muy deprimido,es,0.065,Latin Rock
Main bechain hoon magar mujhe shandaar gaane sunne hain,hi,0.876,Bollywood Dance
I am feeling miserable yet I want unstoppable music,en,0.906,EDM
muy agotado,es,0.114,Flamenco
Mood: dukh,hi,0.2,Old Classics
I am feeling miserable but I want unstoppable music,en,0.803,Techno
Main udaas hoon magar mujhe shandaar gaane sunne hain,hi,0.785,Sufi
Main bechain hoon magar mujhe khushi gaane sunne hain,hi,0.785,Indie-Pop
Mood: anand,hi,0.8,Bhangra
I am feeling heartbroken but I want euphoric music,en,0.862,Techno
Mood: dukhy,hi,0.2,Bollywood Sad
I am feeling defeated yet I want hyped music,en,0.87,EDM
I am feeling miserable however I want euphoric music,en,0.876,Techno
Mood: dolido,es,0.2,Latin Rock
bahut mast,hi,0.901,Bhangra
muy dolido,es,0.125,Latin Rock
Main dukh hoon phir bhi mujhe kamal gaane sunne hain,hi,0.879,Bollywood Dance
Mood: solo,es,0.2,Flamenco
Mood: vibrant,en,0.8,Techno
Mood: khamosh,hi,0.5,Indie-Pop
Mood: anand,hi,0.8,Bollywood Dance
Mood: empty,en,0.2,Grunge
Mood: dukh,hi,0.2,Bollywood Sad
Mood: normal,es,0.5,Merengue
bahut zindadil,hi,0.96,Bhangra
I am feeling weary still I want radiant music,en,0.921,Techno
bahut utsahit,hi,0.915,Bhangra
bahut dukh,hi,0.111,Bollywood Sad
Mood: nirash,hi,0.2,Bollywood Sad
I am feeling defeated but I want vibrant music,en,0.85,Techno
I am feeling heartbroken but I want radiant music,en,0.91,Techno
really vibrant,en,0.865,Techno
I am feeling weary yet I want radiant music,en,0.946,Techno
Main udaas hoon magar mujhe utsahit gaane sunne hain,hi,0.872,Bollywood Dance
Mood: tanha,hi,0.2,Old Classics
Mood: emocionado,es,0.8,Salsa
muy enojado,es,0.088,Flamenco
muy frustrado,es,0.146,Latin Rock
bahut nirash,hi,0.067,Old Classics
I am feeling shattered but I want radiant music,en,0.921,EDM
Main tanha hoon phir bhi mujhe khushi gaane sunne hain,hi,0.751,Indie-Pop
Mood: devastated,en,0.2,Grunge
Me siento enojado aún así quiero música alegre,es,0.854,Salsa
Main nirash hoon magar mujhe zindadil gaane sunne hain,hi,0.878,Bollywood Dance
I am feeling weary yet I want gleeful music,en,0.844,EDM
bahut khushi,hi,0.964,Bollywood Dance
I am feeling devastated still I want euphoric music,en,0.796,Funk
I am feeling weary however I want blessed music,en,0.838,EDM
Main udaas hoon phir bhi mujhe khushi gaane sunne hain,hi,0.882,Bhangra
Mood: shant,hi,0.5,Indie-Pop
really defeated,en,0.07,Emo
Mood: zindadil,hi,0.8,Bhangra
I am feeling shattered yet I want blessed music,en,0.778,Funk
Me siento triste aunque quiero música genial,es,0.799,Merengue
bahut utsahit,hi,0.877,Bollywood Dance
Mood: utsahit,hi,0.8,Bollywood Dance
Mood: composed,en,0.5,Pop
really gloomy,en,0.014,Emo
Main udaas hoon lekin mujhe mast gaane sunne hain,hi,0.772,Sufi
muy deprimido,es,0.07,Latin Rock
really unstoppable,en,0.975,Techno
Mood: enojado,es,0.2,Flamenco
Mood: shandaar,hi,0.8,Bollywood Dance
bahut tanha,hi,0.145,Bollywood Sad
Me siento triste sin embargo quiero música increíble,es,0.933,Salsa
bahut zindadil,hi,0.962,Bollywood Dance
bahut khushi,hi,0.89,Bollywood Dance
really hyped,en,0.923,EDM
Mood: thik-thak,hi,0.5,Sufi
Me siento harto sin embargo quiero música genial,es,0.91,Reggaeton
Main dukhy hoon phir bhi mujhe mast gaane sunne hain,hi,0.877,Bollywood Dance
I am feeling devastated but I want ecstatic music,en,0.84,Techno
Me siento triste aunque quiero música animado,es,0.845,Reggaeton
Mood: saamanay,hi,0.5,Sufi
Mood: hyped,en,0.8,EDM
Mood: khamosh,hi,0.5,Indie-Pop
really unstoppable,en,0.933,Techno
bahut anand,hi,0.864,Bollywood Dance
Mood: vibrant,en,0.8,EDM
Mood: solo,es,0.2,Latin Rock
Mood: blessed,en,0.8,Techno
muy triste,es,0.1,Flamenco
really weary,en,0.051,Grunge
Main nirash hoon phir bhi mujhe kamal gaane sunne hain,hi,0.877,Bhangra
really radiant,en,0.949,EDM
I am feeling heartbroken yet I want gleeful music,en,0.783,Pop
Mood: vibrant,en,0.8,EDM
muy deprimido,es,0.079,Flamenco
Main bechain hoon phir bhi mujhe anand gaane sunne hain,hi,0.829,Bhangra
Mood: genial,es,0.8,Reggaeton
I am feeling miserable still I want unstoppable music,en,0.784,Funk
I am feeling shattered but I want unstoppable music,en,0.773,Pop
really hyped,en,0.877,EDM
bahut dukhy,hi,0.113,Bollywood Sad
Mood: utsahit,hi,0.8,Bhangra
Mood: unstoppable,en,0.8,Techno
bahut nirash,hi,0.025,Old Classics
Me siento frustrado sin embargo quiero música entusiasmado,es,0.842,Salsa
Mood: gleeful,en,0.8,EDM
I am feeling miserable however I want radiant music,en,0.915,Techno
Mood: gleeful,en,0.8,EDM
Mood: heartbroken,en,0.2,Grunge
I am feeling shattered yet I want blessed music,en,0.95,Techno
really ecstatic,en,0.851,EDM
bahut zindadil,hi,0.993,Bhangra
Mood: alegre,es,0.8,Salsa
muy deprimido,es,0.076,Flamenco
Me siento harto aún así quiero música animado,es,0.883,Reggaeton
really ecstatic,en,0.873,EDM
Mood: tanha,hi,0.2,Old Classics
Mood: agotado,es,0.2,Flamenco
Mood: radiante,es,0.8,Salsa
really miserable,en,0.099,Grunge
Mood: thik-thak,hi,0.5,Indie-Pop
muy radiante,es,0.897,Reggaeton
really defeated,en,0.067,Emo
Mood: shandaar,hi,0.8,Bhangra
I am feeling shattered yet I want unstoppable music,en,0.889,EDM
Mood: gloomy,en,0.2,Emo
bahut udaas,hi,0.001,Bollywood Sad
Mood: bien,es,0.5,Merengue
muy deprimido,es,0.002,Flamenco
bahut kamal,hi,0.922,Bhangra
I am feeling miserable yet I want hyped music,en,0.89,EDM
Mood: detached,en,0.5,Pop
bahut utsahit,hi,0.886,Bollywood Dance
muy increíble,es,0.95,Salsa
Main thaka hoon par mujhe khush gaane sunne hain,hi,0.81,Bhangra
bahut khushi,hi,0.998,Bollywood Dance
Mood: ecstatic,en,0.8,EDM
Mood: miserable,en,0.2,Emo
bahut dukh,hi,0.129,Bollywood Sad
I am feeling empty yet I want ecstatic music,en,0.782,Pop
really euphoric,en,0.896,Techno
Mood: shant,hi,0.5,Indie-Pop
bahut utsahit,hi,0.877,Bollywood Dance
Main thaka hoon phir bhi mujhe khushi gaane sunne hain,hi,0.762,Indie-Pop
Me siento dolido pero quiero música increíble,es,0.857,Salsa
Mood: deprimido,es,0.2,Latin Rock
bahut khush,hi,0.879,Bhangra
really radiant,en,0.933,EDM
Mood: composed,en,0.5,Funk
really vibrant,en,0.875,EDM
Me siento dolido pero quiero música animado,es,0.85,Reggaeton
Mood: dukhy,hi,0.2,Bollywood Sad
Main pareshan hoon magar mujhe mast gaane sunne hain,hi,0.948,Bhangra
Mood: bechain,hi,0.2,Bollywood Sad
muy solo,es,0.082,Flamenco
I am feeling empty still I want radiant music,en,0.781,Pop
Mood: khush,hi,0.8,Bollywood Dance
Mood: mellow,en,0.5,Funk
really euphoric,en,0.872,Techno
bahut zindadil,hi,0.902,Bhangra
muy harto,es,0.092,Flamenco
really gleeful,en,0.997,EDM
Mood: chilled,en,0.5,Pop
Main tanha hoon phir bhi mujhe shandaar gaane sunne hain,hi,0.908,Bollywood Dance
I am feeling defeated but I want radiant music,en,0.931,Techno
Main dukh hoon magar mujhe kamal gaane sunne hain,hi,0.873,Bhangra
Mood: detached,en,0.5,Funk
muy harto,es,0.127,Flamenco
Mood: composed,en,0.5,Pop
bahut khushi,hi,0.972,Bollywood Dance
muy deprimido,es,0.073,Latin Rock
bahut kamal,hi,0.905,Bhangra
Mood: mast,hi,0.8,Bollywood Dance
really hyped,en,0.981,Techno
really radiant,en,0.886,Techno
Mood: chilled,en,0.5,Pop
Mood: tanha,hi,0.2,Old Classics
Mood: feliz,es,0.8,Salsa
Mood: weary,en,0.2,Grunge
really ecstatic,en,0.893,EDM
Me siento harto pero quiero música alegre,es,0.935,Salsa
Mood: entusiasmado,es,0.8,Reggaeton
Mood: khush,hi,0.8,Bhangra
Mood: saamanay,hi,0.5,Sufi
muy dolido,es,0.111,Flamenco
Me siento agotado sin embargo quiero música feliz,es,0.764,Merengue
bahut mast,hi,0.86,Bollywood Dance
really gloomy,en,0.045,Grunge
Mood: ordinary,en,0.5,Funk
Mood: nirash,hi,0.2,Old Classics
I am feeling heartbroken however I want ecstatic music,en,0.831,EDM
Mood: khamosh,hi,0.5,Sufi
muy triste,es,0.053,Flamenco
Me siento triste pero quiero música genial,es,0.756,Latin Pop
Mood: stable,en,0.5,Funk
Mood: blessed,en,0.8,EDM
Main dukh hoon phir bhi mujhe khushi gaane sunne hain,hi,0.762,Indie-Pop
Mood: khushi,hi,0.8,Bollywood Dance
Mood: bechain,hi,0.2,Bollywood Sad
Mood: entusiasmado,es,0.8,Reggaeton
Mood: equilibrado,es,0.5,Latin Pop
Mood: saamanay,hi,0.5,Indie-Pop
Mood: deprimido,es,0.2,Flamenco
muy agotado,es,0.095,Latin Rock
bahut zindadil,hi,1.0,Bhangra
bahut anand,hi,0.982,Bhangra
Mood: triste,es,0.2,Latin Rock
I am feeling defeated yet I want blessed music,en,0.783,Pop
bahut khush,hi,0.888,Bollywood Dance
Mood: weary,en,0.2,Emo
Main tanha hoon phir bhi mujhe shandaar gaane sunne hain,hi,0.798,Indie-Pop
muy radiante,es,0.946,Reggaeton
bahut mast,hi,0.998,Bollywood Dance
Mood: ecstatic,en,0.8,Techno
Mood: stable,en,0.5,Funk
Mood: dolido,es,0.2,Flamenco
really radiant,en,0.907,EDM
bahut dukh,hi,0.149,Old Classics
muy triste,es,0.064,Flamenco
Mood: composed,en,0.5,Funk
bahut utsahit,hi,0.96,Bollywood Dance
muy emocionado,es,0.966,Reggaeton
Me siento enojado aún así quiero música alegre,es,0.798,Merengue
Mood: dolido,es,0.2,Flamenco
muy harto,es,0.063,Flamenco
really vibrant,en,0.983,EDM
I am feeling weary still I want gleeful music,en,0.766,Funk
Mood: alegre,es,0.8,Salsa
Mood: radiant,en,0.8,EDM
really shattered,en,0.121,Emo
Mood: tanha,hi,0.2,Bollywood Sad
Mood: entusiasmado,es,0.8,Salsa
bahut kamal,hi,0.875,Bhangra
really blessed,en,0.913,EDM
muy emocionado,es,0.964,Salsa
Mood: khushi,hi,0.8,Bollywood Dance
I am feeling defeated but I want radiant music,en,0.937,Techno
really gleeful,en,0.897,Techno
muy triste,es,0.012,Latin Rock
Me siento triste pero quiero música alegre,es,0.946,Reggaeton
Mood: heartbroken,en,0.2,Emo
Main pareshan hoon phir bhi mujhe mast gaane sunne hain,hi,0.875,Bollywood Dance
really radiant,en,0.875,Techno
really unstoppable,en,0.893,Techno
I am feeling gloomy however I want gleeful music,en,0.93,EDM
Main pareshan hoon par mujhe anand gaane sunne hain,hi,0.825,Bollywood Dance
Main tanha hoon lekin mujhe anand gaane sunne hain,hi,0.798,Sufi
Me siento triste aunque quiero música animado,es,0.916,Reggaeton
I am feeling miserable still I want unstoppable music,en,0.896,Techno
I am feeling shattered but I want vibrant music,en,0.948,EDM
Main tanha hoon lekin mujhe anand gaane sunne hain,hi,0.844,Bhangra
I am feeling gloomy still I want hyped music,en,0.86,Techno
really blessed,en,0.89,EDM
really unstoppable,en,0.913,EDM
bahut zindadil,hi,0.904,Bhangra
really euphoric,en,0.975,Techno
Mood: nirash,hi,0.2,Bollywood Sad
Mood: frustrado,es,0.2,Flamenco
Mood: blessed,en,0.8,EDM
really vibrant,en,0.95,Techno
Mood: feliz,es,0.8,Reggaeton
Me siento enojado aunque quiero música alegre,es,0.838,Reggaeton
I am feeling empty yet I want unstoppable music,en,0.91,EDM
I am feeling defeated however I want radiant music,en,0.809,Techno
Mood: radiante,es,0.8,Reggaeton
really unstoppable,en,0.972,EDM
really euphoric,en,0.926,Techno
Mood: anand,hi,0.8,Bollywood Dance
really gloomy,en,0.138,Grunge
muy entusiasmado,es,0.964,Salsa
Me siento harto pero quiero música increíble,es,0.862,Salsa
bahut dukhy,hi,0.122,Old Classics
bahut zindadil,hi,0.889,Bhangra
Mood: zindadil,hi,0.8,Bollywood Dance
Mood: khushi,hi,0.8,Bhangra
Me siento enojado aún así quiero música increíble,es,0.784,Latin Pop
I am feeling devastated however I want unstoppable music,en,0.754,Funk
Main pareshan hoon phir bhi mujhe mast gaane sunne hain,hi,0.883,Bhangra
Mood: agotado,es,0.2,Latin Rock
Mood: entusiasmado,es,0.8,Salsa
Main dukh hoon phir bhi mujhe khushi gaane sunne hain,hi,0.807,Bollywood Dance
muy alegre,es,0.996,Salsa
bahut nirash,hi,0.126,Bollywood Sad
muy feliz,es,0.861,Salsa
Mood: tranquilo,es,0.5,Merengue
I am feeling miserable however I want radiant music,en,0.842,Techno
Me siento triste pero quiero música animado,es,0.87,Salsa
bahut utsahit,hi,0.86,Bollywood Dance
muy enojado,es,0.136,Flamenco
really hyped,en,0.898,Techno
I am feeling heartbroken yet I want vibrant music,en,0.823,EDM
Mood: radiant,en,0.8,Techno
Main tanha hoon magar mujhe khush gaane sunne hain,hi,0.905,Bollywood Dance
Mood: normal,es,0.5,Latin Pop
Mood: gloomy,en,0.2,Grunge
really defeated,en,0.078,Emo
Mood: dukhy,hi,0.2,Bollywood Sad
really gleeful,en,0.891,EDM
Mood: nirash,hi,0.2,Bollywood Sad
muy harto,es,0.014,Latin Rock
Me siento deprimido sin embargo quiero música emocionado,es,0.885,Reggaeton
I am feeling gloomy but I want unstoppable music,en,0.899,Techno
Mood: saamanay,hi,0.5,Indie-Pop
I am feeling heartbroken still I want blessed music,en,0.864,EDM
muy dolido,es,0.095,Flamenco
I am feeling weary but I want ecstatic music,en,0.834,EDM
bahut udaas,hi,0.138,Old Classics
Mood: enojado,es,0.2,Flamenco
Main tanha hoon par mujhe utsahit gaane sunne hain,hi,0.767,Indie-Pop
muy deprimido,es,0.081,Latin Rock
really unstoppable,en,0.969,EDM
Mood: kamal,hi,0.8,Bollywood Dance
Mood: dolido,es,0.2,Latin Rock
I am feeling devastated yet I want unstoppable music,en,0.82,Techno
Main dukhy hoon par mujhe khush gaane sunne hain,hi,0.934,Bhangra
Mood: radiante,es,0.8,Salsa
Me siento solo sin embargo quiero música emocionado,es,0.9,Reggaeton
really devastated,en,0.01,Emo
Mood: gleeful,en,0.8,Techno
Me siento harto aún así quiero música feliz,es,0.937,Salsa
Mood: bien,es,0.5,Latin Pop
Main nirash hoon par mujhe utsahit gaane sunne hain,hi,0.918,Bollywood Dance
Mood: empty,en,0.2,Grunge
Main pareshan hoon par mujhe anand gaane sunne hain,hi,0.792,Indie-Pop
Me siento triste aún así quiero música emocionado,es,0.857,Salsa
Me siento dolido pero quiero música emocionado,es,0.892,Salsa
Mood: udaas,hi,0.2,Bollywood Sad
I am feeling heartbroken still I want euphoric music,en,0.815,EDM
bahut khushi,hi,0.985,Bollywood Dance
muy harto,es,0.15,Latin Rock
Main thaka hoon lekin mujhe kamal gaane sunne hain,hi,0.774,Indie-Pop
Mood: animado,es,0.8,Reggaeton
Mood: theek,hi,0.5,Indie-Pop
Mood: khushi,hi,0.8,Bhangra
really shattered,en,0.135,Grunge
Mood: dukh,hi,0.2,Old Classics
Mood: tanha,hi,0.2,Old Classics
really gloomy,en,0.05,Grunge
Mood: composed,en,0.5,Pop
Mood: nirash,hi,0.2,Old Classics
Me siento deprimido aunque quiero música radiante,es,0.875,Salsa
Mood: nirash,hi,0.2,Old Classics
bahut anand,hi,0.945,Bollywood Dance
Mood: feliz,es,0.8,Salsa
I am feeling weary yet I want blessed music,en,0.837,EDM
Mood: radiante,es,0.8,Salsa
really gloomy,en,0.063,Emo
I am feeling heartbroken still I want radiant music,en,0.939,EDM
Main udaas hoon par mujhe zindadil gaane sunne hain,hi,0.804,Bhangra
Mood: miserable,en,0.2,Emo
Main nirash hoon phir bhi mujhe kamal gaane sunne hain,hi,0.779,Sufi
I am feeling defeated yet I want radiant music,en,0.827,EDM
I am feeling weary however I want hyped music,en,0.789,Funk
muy feliz,es,0.884,Salsa
really euphoric,en,0.972,Techno
really miserable,en,0.045,Grunge
Main dukh hoon lekin mujhe shandaar gaane sunne hain,hi,0.881,Bhangra
muy genial,es,0.927,Salsa
really gloomy,en,0.081,Grunge
Mood: detached,en,0.5,Funk
Mood: agotado,es,0.2,Flamenco
Me siento deprimido aún así quiero música animado,es,0.914,Reggaeton
Main bechain hoon phir bhi mujhe utsahit gaane sunne hain,hi,0.87,Bhangra
Mood: nirash,hi,0.2,Bollywood Sad
Mood: tanha,hi,0.2,Bollywood Sad
Mood: triste,es,0.2,Flamenco
bahut udaas,hi,0.119,Old Classics
Mood: shattered,en,0.2,Grunge
really vibrant,en,0.955,Techno
bahut shandaar,hi,0.867,Bhangra
bahut shandaar,hi,0.854,Bhangra
really euphoric,en,0.949,EDM
I am feeling shattered still I want vibrant music,en,0.939,Techno
Mood: bien,es,0.5,Latin Pop
Mood: harto,es,0.2,Latin Rock
bahut kamal,hi,0.942,Bollywood Dance
Mood: weary,en,0.2,Grunge
Mood: solo,es,0.2,Latin Rock
Me siento solo aunque quiero música radiante,es,0.91,Reggaeton
really empty,en,0.015,Emo
really blessed,en,0.858,Techno
I am feeling heartbroken however I want radiant music,en,0.856,Techno
bahut nirash,hi,0.042,Bollywood Sad
Me siento enojado pero quiero música animado,es,0.765,Latin Pop
Main nirash hoon magar mujhe anand gaane sunne hain,hi,0.798,Indie-Pop
really radiant,en,0.998,EDM
Mood: harto,es,0.2,Latin Rock
I am feeling gloomy but I want ecstatic music,en,0.86,EDM
Mood: unstoppable,en,0.8,EDM
Main dukhy hoon phir bhi mujhe shandaar gaane sunne hain,hi,0.859,Bollywood Dance
Mood: chilled,en,0.5,Funk
Mood: gleeful,en,0.8,EDM
Me siento triste sin embargo quiero música feliz,es,0.871,Reggaeton
Me siento frustrado pero quiero música increíble,es,0.9,Reggaeton
Mood: entusiasmado,es,0.8,Salsa
Mood: bechain,hi,0.2,Old Classics
Main udaas hoon par mujhe zindadil gaane sunne hain,hi,0.78,Indie-Pop
muy entusiasmado,es,0.985,Salsa
Me siento deprimido aún así quiero música feliz,es,0.944,Reggaeton
Mood: calmado,es,0.5,Latin Pop
Me siento harto aunque quiero música genial,es,0.795,Merengue
really heartbroken,en,0.03,Grunge
I am feeling heartbroken yet I want ecstatic music,en,0.93,EDM
Mood: dolido,es,0.2,Latin Rock
Main udaas hoon phir bhi mujhe khushi gaane sunne hain,hi,0.944,Bollywood Dance
really blessed,en,0.876,Techno
I am feeling shattered yet I want ecstatic music,en,0.802,EDM
Mood: enojado,es,0.2,Latin Rock
muy feliz,es,0.857,Salsa
muy agotado,es,0.143,Flamenco
Mood: animado,es,0.8,Salsa
muy increíble,es,0.934,Reggaeton
really hyped,en,0.956,EDM
Main thaka hoon magar mujhe utsahit gaane sunne hain,hi,0.871,Bollywood Dance
bahut dukh,hi,0.005,Old Classics
bahut udaas,hi,0.011,Bollywood Sad
Me siento harto aún así quiero música increíble,es,0.88,Reggaeton
Mood: ecstatic,en,0.8,Techno
Me siento agotado pero quiero música alegre,es,0.79,Merengue
Mood: pareshan,hi,0.2,Bollywood Sad
Main thaka hoon phir bhi mujhe utsahit gaane sunne hain,hi,0.864,Bhangra
I am feeling shattered yet I want euphoric music,en,0.763,Pop
Mood: hyped,en,0.8,EDM
Mood: unstoppable,en,0.8,Techno
Mood: increíble,es,0.8,Reggaeton
